text,price
Swarovski stardust bracelet medium Women/Jewelry/Bracelets Swarovski New medium black,44
Dream fit bra Women/Underwear/Bras AB Studio t shirt low cut/ plunging bra Grey color NWOT FIT WAS NOT QUITE RIGHT FOR THE GIRLS. Dream fit 44DD This bra was purchased at Wal-Mart.,13
4 Marissa Women/Tops & Blouses/Wrap NA This top Express Peplum Great condition Ties at waist Hooded Smoke free home No holds Bundle and save Do not ask me to lower the price unless your bundling Thank you,41
Lularoe TC printed leggings DAMAGED Women/Jeans/Leggings Independent Black with yellow and blue minty print Damaged - final sale. There's some ink runs on the bottom of the legs. - photo #4,15
Pandora Liberty Status Charm Women/Jewelry/Bracelets PANDORA Brand new,25
Jordan 11 low Women/Shoes/Fashion Sneakers Nike Good condition. Size 5.5,51
Under Armory Clutch Fit Men/Shoes/Athletic Under Armour No description yet,25
New Mens Adidas 3 Pack Socks SZ 10-13 Men/Athletic Apparel/Socks Adidas New Mens Adidas 3 Pack Socks SZ 10-13 Please see my other items adding everyday Fast shipping,11
"wubba Nub pacifier Kids/Feeding/Pacifiers & Accessories WubbaNub pacy . we opened, we tried, she didn't like. barely used!!!!!!!! little plush lamb to play with",14
"NWT Disney store girls cute Knitted hat Women/Women's Accessories/Hats Disney It's brand new with tag, It will be the actual item you receive, so please see all pictures for details, thanks! Come from smoke free and pet free home.",10
Girls 5t Old Navy snow ski pants Kids/Girls 2T-5T/Coats & Jackets Old Navy New with tag pink snow bibs.,18
Halloween Iron Man Costume 3T 4T Home/Seasonal Décor/Halloween NA This is as pictured above Worn one halloween No Mask Size 3T 4T,8
Bundle for Liam's mama Kids/Boys 0-24 Mos/Other Carter's Bundle of 7 footie pjs See original listing for more details,22
"Black wedges Other/Other/Other NA These shoes are awesome, they are so light it almost feels like you aren't wearing anything! Straps are all elastic. Super comfy and easy to walk in, only worn a handful of times",14
"The Limited Skirt Size 10 Women/Athletic Apparel/Skirts, Skorts & Dresses The Limited Zipper on the side, blouse not included",22
Apple iPad Mini w/ Verizon Service 16GB Electronics/Computers & Tablets/iPad/Tablet/eBook Readers Apple This Apple IPad mini comes with the Apple Smart Cover in red. Pictures are representative of the condition. The screen is perfect and the back has some tiny scratches from normal wear. It has 16GB of storage and can be put on the Verizon Network. It is iCloud unlocked as well. Make an offer. This listing comes with both the Apple RED Cover and the Kate Spade Case. And charger and cable.,115
Need for Speed Underground 2 Electronics/Video Games & Consoles/Games Sony Good condition,9
"iPad Air 2 Logitech Case with keyboard Electronics/Cell Phones & Accessories/Cases, Covers & Skins Logitech iPad Air 2 case by Logitech with keyboard and cable",11
Like new! Girls Limited Too Romper Kids/Girls (4+)/Other NA No description yet,13
Girls Shopkins Dress NWT LARGE FREE SHIP Kids/Girls (4+)/Dresses NA New girls Shopkins Dress. Size large 10/12. Absolutely adorable! Ships for free.,12
Girls size xl snow skirt Kids/Girls 2T-5T/Bottoms NA Youth xl or adult small,20
University of Michigan tshirt size M Women/Tops & Blouses/T-Shirts NA Women's University of Michigan tshirt size M. Great condition,8
Morphe M529 Beauty/Tools & Accessories/Makeup Brushes & Tools NA New/never used Precision pointed contour Retail [rm] Currently sold out on website,14
Madeline DVD Electronics/Media/DVD NA Price is firm. Will do discount for bundles. Feel free to ask questions.,5
iPad Pro Smart Keyboard9.7 In Electronics/Computers & Tablets/iPad/Tablet/eBook Readers Apple This item is brand-new and has only been opened to ensure quality of product.,70
"Fashion women's Top Hi-Low Large Women/Tops & Blouses/Blouse NA ""ALL MEASUREMENTS ARE TAKEN WITH GARMENT LYING FLAT: SLEEVES: 4.5"""" BUST: 19"""" WAIST: 20"""" LENGHT: Front: 23"""" Back: 27""""""",8
"Vine monogram decal Handmade/Paper Goods/Sticker NA ""4"""" decal monogram yeti. **PLEASE READ** Larger decals are [rm] per inch and up GLITTER & PRINTS ARE [rm] MORE Please message so I can update price before purchase Most common sizes are: Yeti 3.5"""" Car 5""""-8"""" Phone case 2"""" Laptops 4"""" Wine glass 2.5"""" *** pick color from 2nd picture *** initials IN THE ORDER YOU WANT THEM * mailed in a Manila shipping package envelope * Made from high quality oracal vinyl Will stick to most clean surfaces WATERPROOF #yeti #tumbler #laptop #car #binder #locker #planner Personalized vs""",9
"AA green halter dress Women/Dresses/Above Knee, Mini American Apparel Green nylon tricot skater dress from American apparel, size M. Can anywhere from S to L. Great condition, like new :)",16
"Bare Minerals || Complexion Rescue Beauty/Makeup/Face Bare Escentuals Color: Spice 08 Description: For deep skin with neutral tone Coverage: sheer-to-medium Texture: gel cream Finish: Naturally radiant Can makeup really rescue your skin? Start with proven skin care ingredients like olive-derived squalane, marine botanicals, hydrating humectants trehalose and glycerin, and coconut-derived ingredients for powerful hydration and nourishment. Combine skin loving minerals for natural looking, smooth coverage and non-chemical SPF 30 to protect - all in one light, airy gel cream for a gorgeous, glowing finish. The answer is Yes. So much more than the best bb cream, cc cream, or tinted moisturizer. Experience 215% increase in skin hydration after just one week of use. Your skin will love you for this. Read more at http://www.bareescentuals.com/Complexion-Rescue/",15
Joe Boxer Training Underwear Kids/Girls 2T-5T/Other NA Never Used.,11
Minnie Mouse purse Kids/Toys/Stuffed Animals & Plush Disney No description yet,6
The Hunger Games Other/Books/Literature & Fiction NA 3 book series. Minor flaws. Clean pages. Creases on cover. Paperback.,14
Urban Decay Jean Michael Basquiat Beauty/Makeup/Makeup Palettes NA Brand new in box unswatched Authentic and limited edition They no longer make this palette Retails for [rm] Free shipping! Comes with the urban decay dual ended brush,40
Minnie Mouse rain coat Kids/Girls 2T-5T/Coats & Jackets Disney No description yet,15
Fioni heels Women/Shoes/Pumps NA 9.5 wide gold fioni heels..1 and a half inch,11
"Falling in Reverse shirt Women/Tops & Blouses/T-Shirts Hot Topic ""Worn a few times. The tag ripped off. It's a size s/m. It says """"Why Do Good Girls like Bad Guys Falling In Reverse """"""",10
Mac cosmetics face and body foundation Beauty/Makeup/Face MAC Color C2 Brand new. Lightweight coverage,20
American Girl McKenna Lego Set Kids/Toys/Dolls & Accessories American Boy & Girl New,19
"Pet Hair Brush Other/Pet Supplies/Dogs NA XGRIP Nylon Bristle Brush, w/ foam grip handle, for small dogs.",11
"Revolver Knife Vintage & Collectibles/Antique/Collectibles NA Blade with Spring assisted opening and locking safety mechanism, looks like a revolver in its holster and before blade is open, 18 and up only",26
"Pandora Double Heart Ring Size 7 Women/Jewelry/Rings PANDORA Received as a gift but I don't really wear rings so I'm selling it Ring size 7 Never worn, comes in box Originally [rm] See 3rd picture for proof of authenticity (information blurred for privacy) FREE SHIPPING! Please feel free to message me with any questions! :)",40
"unlocked iPhone 5S Electronics/Cell Phones & Accessories/Cell Phones & Smartphones Apple Small crack in the corner of the screen, doesn't mess with the settings at all. 16 GB white Unlocked so it works with all carriers Updated to ios10",84
Anastasia Blending Brush Beauty/Makeup/Brushes & Applicators NA Brand new Authentic Fast shipping Never used SALE!,5
Vera Bradley Wristlet wallet Women/Women's Accessories/Wallets Vera Bradley Well loved Vera Bradley Wristlet wallet. Has some wear see pictures,7
"Mossimo Sandals NWT Women/Shoes/Sandals Mossimo Supply Co. Brand new with tags. Labeled as grey, but it's more of a light tan greyish color. Size 10",14
VS PINK Mug Women/Swimwear/Beach Accessories NA Never used,14
"Fitbit blaze Sports & Outdoors/Exercise/Fitness technology Fitbit Size Large Only worn a few times. I purchased it for my husband, but he hardly used it and now upgraded to a different watch. Open to offers.",124
PINK body mist Beauty/Skin Care/Body Victoria's Secret PINK fresh and clean body mist with purple dog,9
"S, T-shirt Women/Tops & Blouses/T-Shirts NA When I bought the shirt from Zumies, I didn't try it on, so it's a little to tight on me. Never worn in great condition.",12
"Baby girl onesies (WHOLE LOT) Kids/Girls 0-24 Mos/One-Pieces NA Size from 0-3, 6-12, 3-6, 6-9 months ! No stains ! Comes with free pant size 3-6 months !",5
"NEW Lularoe one size grey Women/Athletic Apparel/Pants, Tights, Leggings LuLaRoe NEW never used or tried on grey Lularoe one size leggings. These are the most comfortable softest leggings ever! Last pic is grey against black to get better idea of the color grey. Grey leggings Grey Lularoes Grey lularoe",23
"TC LuLaroe Leggings Women/Athletic Apparel/Pants, Tights, Leggings Independent New, NWT and bag Never worn or washed no free shipping LuLaRoe, leggings, LLR, sister, lula, tall and curvy, Christmas, sweater weather, birthday, present, gift, hunter, unicorn, love, pj, present, mama, mom, sister, friend, teacher, holiday, TC, comfy, lounge wear, pants, prints",24
2 snowflake Tea light candle votives Home/Home Décor/Candles & Holders NA Ceramic new with a snowflake cut out,4
Navel Ring Belly Piercing ( 2pcs lot) Women/Jewelry/Rings NA Body Jewelry Fine or Fashion Fashion Body Jewelry Type Navel & Bell Button Rings Shape\pattern Plant Style Trend,10
Victoria's Secret Pink set Women/Athletic Apparel/Other PINK Yoga shorts and top. Both size small.,24
Adidas 2x Flux Torsion Women/Shoes/Athletic Adidas They were love at first sight but really I never wear them. I wore them twice but they're super clean. I don't have the original box they are size 6,40
"Sperry top-siders tan/gold sz 9M Women/Shoes/Loafers & Slip-Ons Sperrys Gently used top-sider Sperrys Tan gold colors Worn a handful of times sticker mark on bottom Size 9M <U+2665><U+2665><U+2665>Bundle with my other items and save 15%, and save on shipping when you combine....just comment and I'll make a bundle for you<U+2665><U+2665><U+2665> *some shipping may increase for heavy items or packages <U+23E9>Prices are FIRM especially with my free shipping items and don't ask for free shipping unless it's posted as such, as you have to take into account I'm paying for the free shipping and all the supplies. NO trades or holds<U+23EA> <U+2666><U+2734>Please read full description, as I post my items conditions fully and truthfully. Ask any questions! Thank you looking, happy shopping!",20
Vineyard Vines Long Sleeve Women/Tops & Blouses/Other vineyard vines No description yet,12
New Lingerie Women/Underwear/Bras NA 34B,14
"FREE SHIP NEW FRENDS EARBUDS SHELL40 Electronics/TV, Audio & Surveillance/Headphones NA Unused! Comes with case (which is a little dusty from sitting in storage). Rose gold/black No trades/holds",6
"FreeShip Victoria's Secret PINK Leggings Women/Athletic Apparel/Pants, Tights, Leggings PINK These are in great shape except for one flaw-- small split seam on the inside of the waistband as seen in last photo. **Free Shipping**",14
Sperry Topsider Flip Flops Women/Shoes/Sandals NA Tan leather sperry flip flops size 6,11
"New Estée Lauder Mini Parfum Set Beauty/Fragrance/Women Estee Lauder Authentic, Brand new, Never been used or sampled! Features: - Modern Muse Eau De Parfum 4ml - Pleasures Eau De Parfum 4ml - Beautiful Eau De Parfum 4ml Price is firm!",20
"Small size dog collar & leash set Other/Pet Supplies/Dogs NA ""Brand new Available in small, medium or large Small fits neck size 10""""-16"""" Medium fits neck size 14""""-20"""" Large fits neck size 18""""-24"""" I do have MANY other colors and styles. I DO CUSTOM BUNDLES ALSO! PURCHASE TODAY AND GET A RANDOM FREE GIFT ALSO! FREE SHIPPING TODAY! PLEASE CHECK OUT MY OTHER LISTINGS AS NEW PRODUCTS ADDED DAILY. BE SURE TO FOLLOW ME FOR MY LATEST DEALS. NOTE: Even though it says I ship 4-7 days, I usually ship daily or the next day.""",7
"Chicago Bulls Jacket for men Sports & Outdoors/Fan Shop/NBA NA I wore only onnce. It is very good condition, but I lost hood ( originally it has very thin hood with zipper). Size L.",16
Metal Mirror Nail Polish FREE SHIPPING Beauty/Makeup/Nails NA Brand new super dope metal Mirror nails,14
Batgirl pajama pants Women/Pants/Other NA No description yet,9
Fitbit alta silver metal band Women/Women's Accessories/Watches Fitbit Like new. Size small. Flexible.,12
Matteify money green matte lipstick Beauty/Makeup/Lips NA Dad was feeling left out so this color's named after him. Daddy is a muted money green. Limited run. The new matteify formula is a highly pigmented liquid lipstick that dries in a smooth comfortable matte finish. Long lasting emollient kiss proof and waterproof formula. It's not sticky or streaky. Feels light on your lips. Matteify is a great value! Paraben free. Contains vitamin E. Features a soft vanilla scent. All products are authentic and brand new in box. For best results apply one layer to dry lips. One dip should do. Remove with makeup remover or oil. Occasional lip exfoliation is also recommended. Listing is for 1 lipstick. Bundle to get for [rm] each free shipping. Prices are firm. 2 for [rm] 3 for [rm] 4 for [rm] 5 for [rm] Try our new brand we have hundreds of happy buyers. I have 16 other colors available check my listings <U+2764><U+FE0F> Follow us if you like what you see. Tags fall lipstick kylie velvetines style,7
Gold glitter 5 in stacked hair bow Kids/Girls 2T-5T/Accessories NA No description yet,7
"TKO 5 PK OIL BASED AIR FRESHENERS Home/Bath/Other NA MESSAGE ME ANY 5 AIR FRESHENERS/BURNING OILS AFTER PURCHASE. Super strong 1oz air freshener that last for hours! COMES IN A 5 PACK COMBO! Spray any where car, house, office, ETC! Use this product also as a burning oil as well. Black ice Air Freshener/Burning Oil.",20
"MissMe bootcut - medium wash Women/Jeans/Boot Cut Miss Me ""Hemmed to a roughly 32"""" inseam.""",18
Straight talk bring your own phone kit Electronics/Cell Phones & Accessories/Cell Phone Accessories NA Straight talk bring your own phone kit brand new you need a [rm] plan.,9
"Cancun Shirt! *SALE* Men/Tops/T-shirts Urban Outfitters Really good condition! Only wore about twice, the only reason i'm selling is because i'm in need for college:) Thank you for shopping! Fits like a medium!",10
Kali's Kloset Kids/Gear/Backpacks & Carriers NA NWT High Stakes Collection 1550 c.u inches of space Priced to sell!!! Retail Price: [rm] 16.5 x 13 x 8.3 inches,21
Michael Kors Belt Women/Women's Accessories/Belts Michael Kors Woman's medium New Selling to pay the college what I owe from taking a leave of absence because I was pregnant. They won't let me back until it's paid off.,22
Nike air max Thea Women/Shoes/Fashion Sneakers Nike Perfect condition! Worn maybe twice. Size 6.5! Let me know if you have any questions! Price somewhat negotiable,66
Nclex RN review book Other/Books/Medical Books NA Excellent used condition. Still has code and CD. Has all pages. Marked in some. Smoke free home.,12
Reserved listing Women/Jewelry/Earrings Kendra Scott Single sky stone Kendra scott,10
"BOGO 1/2 Off Women/Women's Accessories/Other Victoria's Secret Victoria's Secret Pink Sling Cooler New with tags. **buy 1 get 1 half off sale** If you want more than 2 items I will still give you half off after 2nd item. Higher priced item is first item. You don't chose which item you want half off. If an item is already [rm] or under that's as low as I will on it. The more you buy the better deal you get though :-) Don't ask me to lower shipping, my post office checks weights and will return it back to me. If you ask me if i will take a lower price and i change it and i hear nothing back from you I will block you. I'm open to offers but dont low ball me",19
Boscia Detoxifying Cleanser Beauty/Skin Care/Face Sephora 1.7oz. Travel size.,12
"Tween ufos Women/Athletic Apparel/Pants, Tights, Leggings LuLaRoe Super euc bought off here in eeeuc for 45$ tried on and would prefer os fit!",30
Black Gel Liner Beauty/Makeup/Eyes Maybelline Maybelinne Eye Studio Lasting Drama Gel Liner- Blackest Black shade. Used twice.,3
Brandy Melville Kenzo Jeans Women/Jeans/Straight Leg Brandy Melville Size S • no trades,66
FOX high-neck sweatshirt Women/Sweaters/Hooded Fox Racing FOX high neck sweatshirt. great for winter,13
"Logitech X-530 5.1 Surround Speakers Electronics/TV, Audio & Surveillance/Home Speakers & Subwoofers Logitech Used but in great working condition. Logitech X-530 5.1 Dolby Digital 140Watts Surround Sound Speaker system. Comes with 5 speakers with Subwoofer and Aux adapter to hook it up to your TV or computer",64
Lulu lemon shorts Women/Athletic Apparel/Shorts Lululemon Only work twice but I cut some of the trim of the underwear lining so it wouldn't show panty lines,25
Body lotion And body spray Beauty/Skin Care/Body Victoria's Secret Coconut passion Travel size Take both,12
Tekken 6 On hold for nedditron Vintage & Collectibles/Electronics/Video Game Xbox Tested Works Great! A little wear and tare on the outer cover,10
Toms baby size 4 navy Kids/Boys 0-24 Mos/Shoes NA Baby TOMS size 4 navy gently worn my baby only worn few times and grew put of it so it's in great condition. i also deep cleaned them. Ready to wear!,12
milk and honey Other/Books/Literature & Fiction NA No description yet,14
Perfect Match Gel Polish Pink Daisy Beauty/Makeup/Nails NA Perfect Match Gel Polish Color is Pink Daisy by Lechat. Contains 2 bottles both are .5 oz. One is a Gel Polish for your Nails and the 2nd bottle is Dare to Wear Lacquer for your toes. Brand New in Box and has never been used or opened. It is a lovely neutral color for all year round wear.,14
Tarte Wipeout CC palette Beauty/Makeup/Face NA Authentic- Tarte wipeout color correcting palette Used a handful of times (see pics) No box!,17
"Men's New Balance Sneakers Men/Shoes/Athletic New Balance Shoes have never been worn, perfect condition.",31
VTG 90's Nebraska Cornhuskers Tee Sz. L Men/Tops/T-shirts Vintage VTG 90's Nebraska Cornhuskers Tee Sz. L -Excellent condition no flaws!!!,14
Orange hooters key chain Vintage & Collectibles/Accessories/Keychain NA Orange hooters key chain. Nice length. Brand new took tags off never used.,8
Oval Emerald and white Topaz Sterling Women/Jewelry/Rings NA This gorgeous Emerald is surrounded by White topaz gemstones. It is sterling silver. Size 7,19
"FREE SHIP! MARS BUBBLEGUM SLIME Kids/Toys/Arts & Crafts NA If you're looking for a fluffy, soft slime that will relieve stress and also be very entertaining, this is it! The best slime around. You get 5 ounces of this bad boy and it comes in an air tight container to preserve the slime.",8
"LuLaRoe unicorn roses! Women/Athletic Apparel/Pants, Tights, Leggings NA Tc tattoo style roses. NWT, never worn. Pet friendly, smoke free home.",45
Victoria's Secret tigers hat Women/Women's Accessories/Hats PINK Victoria's Secret Detroit tigers hat Brand new,24
iPhone 5s 16gb Electronics/Cell Phones & Accessories/Cell Phones & Smartphones Apple Linked to att Small crack in upper corner but doesn't effect camera,64
Colour Pop Hello Pretty Beauty/Makeup/Makeup Sets ColourPop Cosmetics Never used limited edition Colour Pop Hello Kitty set. Comes with three super shock eyeshadow two super shock cheek colors and a red matte lip and shimmer ultra glossy gold lip color.,25
Too Faced Sweet Peach Gloss Papa Peach! Beauty/Makeup/Lips Too Faced Brand New in the Box! Full Size! This brand new Release from Too Faced to their insanely popular and highly rated Sweet Peach line is incredible! This is their new Sweet Peach Lip Gloss in the shade Papa Don't Peach! It's an absolutely stunning shade that's even Infused with real Peach oil! My new favorite lip item!!!! Smoke free pet free home! Thank you so much!,22
Small Beauty Bundle! [rm] Value! Beauty/Bath & Body/Sets Bath & Body Works This bundle includes: *Napa Valley Sunset Spray and Lotion *Malibu Heat Spray *Essie Nail Polish *Lip Gloss Mini Thanks so much for bundling!,28
Too Faced Milk Chocolate Soleil Bronzer Beauty/Makeup/Face Too Faced Used once,24
"8dd vs one piece Women/Swimwear/One-Piece Victoria's Secret Size 8, dd cup Brand new has hygenic liner Half of the inside tag has been removed to prevent in-store returns. Black Equanimity7",26
VSX Sports Bra XS Women/Athletic Apparel/Sports Bras Victoria's Secret Victoria's Secret Sports Bra Color GREY Size XS NWT,20
Quicksilver 3t bundle Kids/Boys 2T-5T/Tops & T-Shirts NA Both are used white shirt was worn once washed once Pull over was worn many times Has minor piling to the sleeve cuff and lower back (very minor) Neither one are faded,19
Lacoste Shirt Kids/Boys 2T-5T/Tops & T-Shirts NA Size 2T. Smoke free and pet free home. Stain free. The only flaw is that there are 3 small holes on the arm area. These aren't noticeable when this is worn. Bundle with other items to save on shipping.,5
NWT LuLaRoe kids SM landmark Eiffel Kids/Girls 2T-5T/Bottoms NA NWT LuLaRoe kids SM landmark travel,32
Tarte rainforest of the sea foundation Beauty/Makeup/Face Tarte 90% full in light sand,27
Under armour sports bra bundle Women/Athletic Apparel/Sports Bras Under Armour Ser of 2 Medium Great used condition,16
Stussy tee Men/Tops/T-shirts Stussy Size M Small spot in the middle of shirt barely noticeable,15
Pink Camo Clogs Women/Shoes/Mules & Clogs NA Womens size 9. Fur lined. They are new. I do not have the box they came in.,16
"Mac warm nutreals palette Beauty/Makeup/Makeup Palettes MAC 100% authentic, I went cruelty free and no longer want this item. Used about 2x. Price is firm.",46
"**save**Nwot strapless dress Women/Dresses/Full-Length NA ""Brand new without tags adorable strapless lace and striped maxi dress. No size tag fits like a L. Plus t-shirt dress and Calvin Klein dress Any items with **save** in the title are currently on hold. If you wish to be notified if the item becomes available please leave a comment in the comment section. Messages sent asking to be notified might be missed since I receive many messages and have no way of tracking all messages on each item .I am unable to hold for """"next"""" comments. Please do not take advantage of my kindness and remember a request to hold is a promise to buy within 24 hours. Buyers who disappear after requesting to hold will unfortunately be blocked. Sizing- I am currently a 10/12, medium/Large, with a 36DDD bust and 5'3 tall. However every item is made differently and I've personally been known to buy and wear sizes S-XL or 10-14 based on the fit of an item. Please look carefully at how an item fits me and ask any necessary questions. Returns cannot be made for sizing.""",44
Chanel Crossbody Purse Women/Women's Handbags/Shoulder Bag Chanel I got this purse a while ago and just never got around to using it. PERFECT condition. Price is NOT negotiable.,106
"Beautiful M Lularoe Cassie Women/Skirts/Straight, Pencil LuLaRoe Love the colors in this skirt! Black background with red, blue, gold, orange, and white accents.",24
Tarteist Pro Glow Highlight and Contour Beauty/Makeup/Makeup Palettes Tarte Used twice just looking to sell off the things I don't use..,30
Brahmin Wallet Women/Women's Accessories/Wallets Brahmin fancyboutique,24
HOLD- mercury863 Chipper Jones Vintage & Collectibles/Trading Cards/Sports MLB Chipper Jones [rm] Alex Rodriguez [rm] Ichiro [rm] Albert Pujols [rm] Total [rm] Ken Griffey Jr [rm] Mike Piazza [rm] Tony Romo [rm] Romo/McFadden [rm] Tony Romo [rm] Total [rm] Balance [rm] Nice Cards,38
6 MATTE LIQUID LIPSTICK MAUVE Beauty/Makeup/Lips NA You will be getting a set of 6 new and sealed Matte Lip Glosses for [rm]! Free USPS SHIPPING. Colors: from left to right *Bubble Gum* *Cheeky* *Clay* *Majesty* *Winterberry* *Hippy* *PRICE IS FIRM* NOT SEPARATING -Sorry *Ships within 24 hours of purchase* When I ship I upload tracking so you can track your package. *Check out the other items in my shop* *Bundles are welcome* If you want an item that has been sold before you could buy it – leave a comment on any unsold item in my shop asking for the item you want. I am always relisting* *Check out my bio for any questions – If my bio does not answer a question shoot me a comment*,9
Prime A320 Motherboard Electronics/Computers & Tablets/Components & Parts ASUS Doesn't not bring any else then the actual motherboard and the static bag never used just opened had another one didn't need it,51
12m icings ruffle pants Kids/Girls 0-24 Mos/Bottoms NA Worn twice ! From oh deer children's boutique ! Adorable coral pink !,14
"Two American flag tanks Women/Tops & Blouses/Tank, Cami Rue21 <U+203C><U+FE0F>CLOSET CLEAN OUT. WILL BUNDLE OTHER ITEMS<U+203C><U+FE0F>",8
"Lularoe Classic t Women/Tops & Blouses/T-Shirts LuLaRoe This light pink/light coral Lularoe classic t is perfect for spring. Paired with your favorite leggings, it is the perfect outfit!",24
"Fang black and white empire waist blouse Women/Tops & Blouses/Blouse Fang ""BRAND: fang SIZE: medium FLAW: piling COLOR: black and white DESCRIPTION: Black and white striped empire waist blouse. The black and white stripe starts off uneven, but that's the style of the shirt. The top part has a lot do piling on it. The mannequin measurements are: Shoulders: 15"""" Chest: 34"""" Waist: 26.7"""" Hip: 35.4"""" Use #bishoujo to sort for your size. Please note I do have several pets, but all items will be washed before shipping #fang #fangblouse #empirewaist #tanktop #tank #top #empirewaisttank #black #white #stripe""",12
"AE striped crop top Women/Tops & Blouses/Tank, Cami American Eagle No description yet",12
"Tula cuddle me blanket (large) only Kids/Nursery/Bedding NA Elephant prince cuddle me blanket only *baby blanket sold! New in bag Versatility is essential for new parents. That’s why our silky soft Tula Baby Blankets (made from specially produced 100% viscose from bamboo) aren’t just for swaddling; cuddle them during your baby’s coos, giggles, and zzz’s. And with a variety of stylish designs, you’ll find that you adore the way they look and feel! Swaddle, baby blanket, nursing cover, stroller cover, tummytime mat, adult sized",82
"Boys 18 Month Bundle and vest pant set Kids/Boys 0-24 Mos/Tops & T-Shirts Gymboree Gently used 18 month boys bundle. Bundle includes: -Superman PJ set -4 pairs of shorts (all 18 month except for the baseball plaid Gymboree shorts. They are 12-18 month but fit like 18 month) -2 pairs of polyester athletic pants with stripes on side -4 short sleeve shirts -1 long sleeve Henley (12-18 month, but runs big) -1 rash guard -1 hooded fleece full-zip jacket",19
Dooney & Bourke clutch Women/Women's Accessories/Wallets Dooney & Bourke Very pretty leather floral clutch with a pull tassel. Maybe used once.,26
"Billabong Bikini Top Women/Swimwear/Two-Piece Billabong Ordered it, it came. And the size is deceiving. It says medium but is more realistically a small",24
"Victoria Secret Halter Corset Garter NWT Women/Swimwear/Two-Piece Victoria's Secret VS VICTORIAS SECRET Lingerie Halter Corset Garter Black NWT This premium lace garter corset is cut ultra-low with an open back in curve-framing, boned lace. #New with tags! # Victorias Secret Item Number - 11061882 # Combined retail value - [rm] # Plunge front Sheer, unlined lace # Halter hooks at neck; Adjustable straps and garters # Mesh & Lace Front Insets; Strappy, Elastic Back Straps, No Panty # Boned Body; Iridescent Overlay",29
Disposable Facial Cloths 60 Beauty/Skin Care/Face Mary Kay Brand New Disposable Facial cloths Gently remove your makeup no more hard facial cloths to wash. Great for traveling also. Free shipping,12
Rae Dunn FEAST Mug Home/Seasonal Décor/Thanksgiving NA Brand new! Rae Dunn FEAST Mug. Will ship same/next day depending on time of purchase. Will package securely.,9
Ed Hardy Pants Women/Pants/Casual Pants Ed Hardy No description yet,9
"Iphone 6s Case Electronics/Cell Phones & Accessories/Cases, Covers & Skins NA iphone 6s stitch silicone case",10
"Nursing Bra BNWOT Kids/Pregnancy & Maternity/Breastfeeding Pillows & Stools NA Size medium. Too small for this Mama. Brand new, never worn. Measures like a 32-34 & would fit up to a C. D cup would be uncomfortable in this.",8
Boohoo Baby Blue Midi Dress Size 6 Women/Dresses/Knee-Length Boohoo Strappy criss cross back. The front slit was slightly sewn closed as the original way was extremely revealing,14
Gorgeous Kendra Scott pink earrings Women/Jewelry/Earrings Kendra Scott Think these are Darby's Very pretty added picture of the back Gold frames Will ship in a ks dustbag Price is firm,60
Small Cheetah Print Z Palette Beauty/Makeup/Makeup Palettes MAC Small Cheetah Print Z Palette. It fits 9 makeup geek sized eye shadows. I got a bigger one so this one just sits there now. Hoping to find it a good home :). (Listed Mac to put it somewhere),16
"EUC Kickee Pants OLD River Pigs Onesie Kids/Boys 0-24 Mos/One-Pieces NA EUC, no scent, tears, pulls, etc. beautiful 3-6m OLD release long sleeve onesie So soft!",11
Jovani prom dress Women/Dresses/Full-Length Jovani Mint green prom dress• I payed [rm]• Has no alterations or flaws• Its a size 10/12• Ordered it and was way to big on me• Has no open back or slits• Beautiful chest opening • Friend has same dress & let me use her pic for last show of the dress•,56
B&BW Pink Peony Creme Fragrance Mist Beauty/Fragrance/Women Bath & Body Works NEW!,11
Tarteist tarte blush set Beauty/Makeup/Makeup Palettes Tarte New Authentic Limited edition,20
Disney Valentine Day chocolate Tsum Tsum Kids/Toys/Stuffed Animals & Plush NA Hard to find Valentines Day chocolate Tsum Tsum. New never been taken out of box in great condition. Super cute Tsum. :),30
Stash Coca Cola bottle secret Other/Other/Other NA This is an awesome place to hide your valuables. This is a real coke bottle with real liquid inside. Top and bottom. Twist off top half to reveal a secret compartment. Perfect gift idea.,15
[rm] Sports & Outdoors/Team Sports/Baseball & Softball Under Armour Baseball chest protection shirt in great condition size YSM/JP brand Under Armour,10
Bundle hold for B's mom Women/Tops & Blouses/T-Shirts NA No description yet,10
Homedics Back Massager Electronics/Other/Other NA Awesome back massager than can be put on any chair.,29
2 Nike Sports Bra Sz Med (kids) ON HOLD Kids/Girls (4+)/Tops & T-Shirts Nike Nike logo and tag cracking/fading quite a bit. Still great condition as far as fabric and durability goes.,8
Rae Dunn bowl Home/Kitchen & Dining/Dining & Entertaining NA SWEET key words: Rae Dunn bowl tray plate mugs Easter,14
Reebok orange workout tank Women/Athletic Apparel/Shirts & Tops Reebok Retail [rm] NWT Bottom is asymmetrical so you can tie it at the side,12
3ds Game Kids/Toys/Games NA 3ds yoshi game/ there's another one too,22
New Cutie Creative Galaxy Tooth Vintage & Collectibles/Collectibles/Other NA Brand new. Licensed by Cutie Creative. BNIP Sweet scented. Super squishy and slow rising! It's normal that item may have minor manufacturing flaw.,23
Black cardigan three-quarter sleeve Women/Sweaters/Cardigan Merona Purchased at target black three-quarter sleeve sweater. Has been worn a few times. Has minor pilling. Size medium,7
